model,train_ratio,reduction_train,reduction_test,f_score
GaussianMixture,0.9,0.75,0.999,0.0
GaussianMixture,0.9,0.99,0.0,0.43410852713178294
GaussianMixture,0.9,0.99,0.25,0.08578745198463507
GaussianMixture,0.9,0.99,0.5,0.09190371991247265
GaussianMixture,0.9,0.99,0.75,0.1731467081389321
GaussianMixture,0.9,0.99,0.99,0.007556675062972292
GaussianMixture,0.9,0.99,0.999,0.0
GaussianMixture,0.9,0.999,0.0,0.12486064659977704
GaussianMixture,0.9,0.999,0.25,0.13008130081300812
GaussianMixture,0.9,0.999,0.5,0.2690941385435169
GaussianMixture,0.9,0.999,0.75,0.15979112271540472
GaussianMixture,0.9,0.999,0.99,0.0
GaussianMixture,0.9,0.999,0.999,0.0
IsolationForest,0.5,0.0,0.0,0.32833540254034954
IsolationForest,0.5,0.0,0.25,0.34147743604484043
IsolationForest,0.5,0.0,0.5,0.33043998802753666
IsolationForest,0.5,0.0,0.75,0.32977556109725686
IsolationForest,0.5,0.0,0.99,0.32974266906044286
IsolationForest,0.5,0.0,0.999,0.3323827318320386
IsolationForest,0.5,0.25,0.0,0.35025681548794946
IsolationForest,0.5,0.25,0.25,0.3256214149139579
IsolationForest,0.5,0.25,0.5,0.3346
IsolationForest,0.5,0.25,0.75,0.31635184125166954
IsolationForest,0.5,0.25,0.99,0.2976955790722975
IsolationForest,0.5,0.25,0.999,0.3145282076884673
IsolationForest,0.5,0.5,0.0,0.3276893440129778
IsolationForest,0.5,0.5,0.25,0.3390609390609391
IsolationForest,0.5,0.5,0.5,0.3279042386185243
IsolationForest,0.5,0.5,0.75,0.33692946058091283
IsolationForest,0.5,0.5,0.99,0.34688346883468835
IsolationForest,0.5,0.5,0.999,0.33150274588117823
IsolationForest,0.5,0.75,0.0,0.33336526487211415
IsolationForest,0.5,0.75,0.25,0.3332372441625828
IsolationForest,0.5,0.75,0.5,0.33143418467583496
IsolationForest,0.5,0.75,0.75,0.33283656234475906
IsolationForest,0.5,0.75,0.99,0.33812375249501003
IsolationForest,0.5,0.75,0.999,0.33217070168239643
IsolationForest,0.5,0.99,0.0,0.3074718134913052
IsolationForest,0.5,0.99,0.25,0.3039135752140237
IsolationForest,0.5,0.99,0.5,0.34088200238379024
IsolationForest,0.5,0.99,0.75,0.31391553753337953
IsolationForest,0.5,0.99,0.99,0.3304754481683554
IsolationForest,0.5,0.99,0.999,0.34687653713723565
IsolationForest,0.5,0.999,0.0,0.32450832072617253
IsolationForest,0.5,0.999,0.25,0.3370419516178422
IsolationForest,0.5,0.999,0.5,0.3324584426946632
IsolationForest,0.5,0.999,0.75,0.3298686016866052
IsolationForest,0.5,0.999,0.99,0.338989700833742
IsolationForest,0.5,0.999,0.999,0.3236271252687121
IsolationForest,0.75,0.0,0.0,0.3220716164272709
IsolationForest,0.75,0.0,0.25,0.3441767068273092
IsolationForest,0.75,0.0,0.5,0.3341130604288499
IsolationForest,0.75,0.0,0.75,0.34364820846905536
IsolationForest,0.75,0.0,0.99,0.32491389207807114
IsolationForest,0.75,0.0,0.999,0.3379737045630317
IsolationForest,0.75,0.25,0.0,0.3204104903078677
IsolationForest,0.75,0.25,0.25,0.31601731601731603
IsolationForest,0.75,0.25,0.5,0.3118735543562066
IsolationForest,0.75,0.25,0.75,0.3341841743569605
IsolationForest,0.75,0.25,0.99,0.32439944411355964
IsolationForest,0.75,0.25,0.999,0.32822502424830263
IsolationForest,0.75,0.5,0.0,0.3355461677730839
IsolationForest,0.75,0.5,0.25,0.3239522170479854
IsolationForest,0.75,0.5,0.5,0.33785699817703063
IsolationForest,0.75,0.5,0.75,0.32854541776249246
IsolationForest,0.75,0.5,0.99,0.31376477659787616
IsolationForest,0.75,0.5,0.999,0.3255079897415664
IsolationForest,0.75,0.75,0.0,0.32164208848146675
IsolationForest,0.75,0.75,0.25,0.3252964426877471
IsolationForest,0.75,0.75,0.5,0.30441025641025643
IsolationForest,0.75,0.75,0.75,0.3291986611537704
IsolationForest,0.75,0.75,0.99,0.32675611681136546
IsolationForest,0.75,0.75,0.999,0.3287617554858934
IsolationForest,0.75,0.99,0.0,0.32400704363138333
IsolationForest,0.75,0.99,0.25,0.3444272445820433
IsolationForest,0.75,0.99,0.5,0.3387031816351188
IsolationForest,0.75,0.99,0.75,0.3328785811732606
IsolationForest,0.75,0.99,0.99,0.3164757013038325
IsolationForest,0.75,0.99,0.999,0.33046202036021927
IsolationForest,0.75,0.999,0.0,0.3351158645276292
IsolationForest,0.75,0.999,0.25,0.3335245744884299
IsolationForest,0.75,0.999,0.5,0.3215807826423867
IsolationForest,0.75,0.999,0.75,0.3194471865745311
IsolationForest,0.75,0.999,0.99,0.34309623430962344
IsolationForest,0.75,0.999,0.999,0.33293838862559244
IsolationForest,0.9,0.0,0.0,0.29707112970711297
IsolationForest,0.9,0.0,0.25,0.3275488069414317
IsolationForest,0.9,0.0,0.5,0.2912820512820513
IsolationForest,0.9,0.0,0.75,0.3080168776371308
IsolationForest,0.9,0.0,0.99,0.30374551051821447
IsolationForest,0.9,0.0,0.999,0.3151771549444738
IsolationForest,0.9,0.25,0.0,0.28776241679467485
IsolationForest,0.9,0.25,0.25,0.28689798032107716
IsolationForest,0.9,0.25,0.5,0.27991675338189387
IsolationForest,0.9,0.25,0.75,0.297079556898288
IsolationForest,0.9,0.25,0.99,0.3310562270099842
IsolationForest,0.9,0.25,0.999,0.30784508440913605
IsolationForest,0.9,0.5,0.0,0.29984383133784487
IsolationForest,0.9,0.5,0.25,0.3023376623376623
IsolationForest,0.9,0.5,0.5,0.29057187017001546
IsolationForest,0.9,0.5,0.75,0.2923154193872426
IsolationForest,0.9,0.5,0.99,0.3147953830010493
IsolationForest,0.9,0.5,0.999,0.3059177532597794
IsolationForest,0.9,0.75,0.0,0.3184183142559834
IsolationForest,0.9,0.75,0.25,0.2944472745797249
IsolationForest,0.9,0.75,0.5,0.2930255895634722
IsolationForest,0.9,0.75,0.75,0.296787353391127
IsolationForest,0.9,0.75,0.99,0.30697674418604654
IsolationForest,0.9,0.75,0.999,0.2848329048843188
IsolationForest,0.9,0.99,0.0,0.29243865798698043
IsolationForest,0.9,0.99,0.25,0.29030637870416875
IsolationForest,0.9,0.99,0.5,0.30404040404040406
IsolationForest,0.9,0.99,0.75,0.29942013705851345
IsolationForest,0.9,0.99,0.99,0.3006344558321132
IsolationForest,0.9,0.99,0.999,0.30662393162393153
IsolationForest,0.9,0.999,0.0,0.28919330289193307
IsolationForest,0.9,0.999,0.25,0.3055555555555555
IsolationForest,0.9,0.999,0.5,0.3046953046953047
IsolationForest,0.9,0.999,0.75,0.3029066802651708
IsolationForest,0.9,0.999,0.99,0.31750893312914746
IsolationForest,0.9,0.999,0.999,0.2814221331997997
KMeans,0.5,0.0,0.0,0.12254954472415638
KMeans,0.5,0.0,0.25,0.10766800340260055
KMeans,0.5,0.0,0.5,0.0846575727745746
KMeans,0.5,0.0,0.75,0.04719665271966527
KMeans,0.5,0.0,0.99,0.008957976551179029
KMeans,0.5,0.0,0.999,0.0007974481658692185
KMeans,0.5,0.25,0.0,0.44891031298798284
KMeans,0.5,0.25,0.25,0.10559610705596106
KMeans,0.5,0.25,0.5,0.2973750449478605
KMeans,0.5,0.25,0.75,0.04457851516675046
KMeans,0.5,0.25,0.99,0.007908264136022143
KMeans,0.5,0.25,0.999,0.00041135335252982314
KMeans,0.5,0.5,0.0,0.4498575111955489
KMeans,0.5,0.5,0.25,0.110881960451292
KMeans,0.5,0.5,0.5,0.08330987897551365
KMeans,0.5,0.5,0.75,0.053386720053386724
KMeans,0.5,0.5,0.99,0.002447481133999592
KMeans,0.5,0.5,0.999,0.0
KMeans,0.5,0.75,0.0,0.1205361930294906
KMeans,0.5,0.75,0.25,0.10582654178323805
KMeans,0.5,0.75,0.5,0.29813999460868
KMeans,0.5,0.75,0.75,0.054036024016010674
KMeans,0.5,0.75,0.99,0.0012244897959183673
KMeans,0.5,0.75,0.999,0.0
KMeans,0.5,0.99,0.0,0.44859432296618224
KMeans,0.5,0.99,0.25,0.10720797374498602
KMeans,0.5,0.99,0.5,0.08384918401800787
KMeans,0.5,0.99,0.75,0.05306190555648256
KMeans,0.5,0.99,0.99,0.0016323199347072026
KMeans,0.5,0.99,0.999,0.00041135335252982314
KMeans,0.5,0.999,0.0,0.4458503401360544
KMeans,0.5,0.999,0.25,0.3878385677907246
KMeans,0.5,0.999,0.5,0.080338266384778
KMeans,0.5,0.999,0.75,0.17783975115306233
KMeans,0.5,0.999,0.99,0.008695652173913045
KMeans,0.5,0.999,0.999,0.0
KMeans,0.75,0.0,0.0,0.43932827735644636
KMeans,0.75,0.0,0.25,0.10750557344562794
KMeans,0.75,0.0,0.5,0.2929777777777778
KMeans,0.75,0.0,0.75,0.06300813008130081
KMeans,0.75,0.0,0.99,0.0024989587671803413
KMeans,0.75,0.0,0.999,0.0
KMeans,0.75,0.25,0.0,0.4435440302539168
KMeans,0.75,0.25,0.25,0.11915312653865093
KMeans,0.75,0.25,0.5,0.08376362593230063
KMeans,0.75,0.25,0.75,0.1710414902624894
KMeans,0.75,0.25,0.99,0.007743933918430563
KMeans,0.75,0.25,0.999,0.0
KMeans,0.75,0.5,0.0,0.441228188827269
KMeans,0.75,0.5,0.25,0.37657546879803255
KMeans,0.75,0.5,0.5,0.29237062066512537
KMeans,0.75,0.5,0.75,0.047797883236599524
KMeans,0.75,0.5,0.99,0.004161464835622139
KMeans,0.75,0.5,0.999,0.0
KMeans,0.75,0.75,0.0,0.11772428884026259
KMeans,0.75,0.75,0.25,0.38179868239620046
KMeans,0.75,0.75,0.5,0.09197372179377321
KMeans,0.75,0.75,0.75,0.05178875638841567
KMeans,0.75,0.75,0.99,0.0024989587671803413
KMeans,0.75,0.75,0.999,0.0
KMeans,0.75,0.99,0.0,0.12306349552694741
KMeans,0.75,0.99,0.25,0.37906691221608346
KMeans,0.75,0.99,0.5,0.07381776239907728
KMeans,0.75,0.99,0.75,0.0471311475409836
KMeans,0.75,0.99,0.99,0.0008336807002917884
KMeans,0.75,0.99,0.999,0.0005205622071837586
KMeans,0.75,0.999,0.0,0.12347294938917977
KMeans,0.75,0.999,0.25,0.37807125307125306
KMeans,0.75,0.999,0.5,0.0810112036771043
KMeans,0.75,0.999,0.75,0.06366407043684388
KMeans,0.75,0.999,0.99,0.0016666666666666668
KMeans,0.75,0.999,0.999,0.0
KMeans,0.9,0.0,0.0,0.43410852713178294
KMeans,0.9,0.0,0.25,0.36572302983932664
KMeans,0.9,0.0,0.5,0.07647058823529412
KMeans,0.9,0.0,0.75,0.16171100678142933
KMeans,0.9,0.0,0.99,0.0042417815482502655
KMeans,0.9,0.0,0.999,0.0
KMeans,0.9,0.25,0.0,0.13111111111111112
KMeans,0.9,0.25,0.25,0.3700877527661198
KMeans,0.9,0.25,0.5,0.07788390889052169
KMeans,0.9,0.25,0.75,0.03849518810148731
KMeans,0.9,0.25,0.99,0.006355932203389831
KMeans,0.9,0.25,0.999,0.0
KMeans,0.9,0.5,0.0,0.12067039106145251
KMeans,0.9,0.5,0.25,0.36946564885496186
KMeans,0.9,0.5,0.5,0.06365655070318282
KMeans,0.9,0.5,0.75,0.1712506486766995
KMeans,0.9,0.5,0.99,0.0
KMeans,0.9,0.5,0.999,0.0
KMeans,0.9,0.75,0.0,0.43779421654337586
KMeans,0.9,0.75,0.25,0.09796437659033079
KMeans,0.9,0.75,0.5,0.2782685512367491
KMeans,0.9,0.75,0.75,0.1655387818844352
KMeans,0.9,0.75,0.99,0.007556675062972292
KMeans,0.9,0.75,0.999,0.0
KMeans,0.9,0.99,0.0,0.11646136618141097
KMeans,0.9,0.99,0.25,0.37566539923954373
KMeans,0.9,0.99,0.5,0.09190371991247265
KMeans,0.9,0.99,0.75,0.1731467081389321
KMeans,0.9,0.99,0.99,0.007556675062972292
KMeans,0.9,0.99,0.999,0.0
KMeans,0.9,0.999,0.0,0.4298749577559987
KMeans,0.9,0.999,0.25,0.35248746625530275
KMeans,0.9,0.999,0.5,0.2690941385435169
KMeans,0.9,0.999,0.75,0.15979112271540472
KMeans,0.9,0.999,0.99,0.0
KMeans,0.9,0.999,0.999,0.0
LocalOutlierFactor,0.5,0.0,0.0,0.0030045067601402104
LocalOutlierFactor,0.5,0.0,0.25,0.0030045067601402104
LocalOutlierFactor,0.5,0.0,0.5,0.0030045067601402104
LocalOutlierFactor,0.5,0.0,0.75,0.0030045067601402104
LocalOutlierFactor,0.5,0.0,0.99,0.0030045067601402104
LocalOutlierFactor,0.5,0.0,0.999,0.0030045067601402104
LocalOutlierFactor,0.5,0.25,0.0,0.0030045067601402104
LocalOutlierFactor,0.5,0.25,0.25,0.0030045067601402104
LocalOutlierFactor,0.5,0.25,0.5,0.0030045067601402104
LocalOutlierFactor,0.5,0.25,0.75,0.0030045067601402104
LocalOutlierFactor,0.5,0.25,0.99,0.0030045067601402104
LocalOutlierFactor,0.5,0.25,0.999,0.0030045067601402104
LocalOutlierFactor,0.5,0.5,0.0,0.0030045067601402104
LocalOutlierFactor,0.5,0.5,0.25,0.0030045067601402104
LocalOutlierFactor,0.5,0.5,0.5,0.0030045067601402104
LocalOutlierFactor,0.5,0.5,0.75,0.0030045067601402104
LocalOutlierFactor,0.5,0.5,0.99,0.0030045067601402104
LocalOutlierFactor,0.5,0.5,0.999,0.0030045067601402104
LocalOutlierFactor,0.5,0.75,0.0,0.0030045067601402104
LocalOutlierFactor,0.5,0.75,0.25,0.0030045067601402104
LocalOutlierFactor,0.5,0.75,0.5,0.0030045067601402104
LocalOutlierFactor,0.5,0.75,0.75,0.0030045067601402104
LocalOutlierFactor,0.5,0.75,0.99,0.0030045067601402104
LocalOutlierFactor,0.5,0.75,0.999,0.0030045067601402104
LocalOutlierFactor,0.5,0.99,0.0,0.0030045067601402104
LocalOutlierFactor,0.5,0.99,0.25,0.0030045067601402104
LocalOutlierFactor,0.5,0.99,0.5,0.0030045067601402104
LocalOutlierFactor,0.5,0.99,0.75,0.0030045067601402104
LocalOutlierFactor,0.5,0.99,0.99,0.0030045067601402104
LocalOutlierFactor,0.5,0.99,0.999,0.0030045067601402104
LocalOutlierFactor,0.5,0.999,0.0,0.0030045067601402104
LocalOutlierFactor,0.5,0.999,0.25,0.0030045067601402104
LocalOutlierFactor,0.5,0.999,0.5,0.0030045067601402104
LocalOutlierFactor,0.5,0.999,0.75,0.0030045067601402104
LocalOutlierFactor,0.5,0.999,0.99,0.0030045067601402104
LocalOutlierFactor,0.5,0.999,0.999,0.0030045067601402104
LocalOutlierFactor,0.75,0.0,0.0,0.005042864346949067
LocalOutlierFactor,0.75,0.0,0.25,0.005042864346949067
LocalOutlierFactor,0.75,0.0,0.5,0.005042864346949067
LocalOutlierFactor,0.75,0.0,0.75,0.005042864346949067
LocalOutlierFactor,0.75,0.0,0.99,0.005042864346949067
LocalOutlierFactor,0.75,0.0,0.999,0.005042864346949067
LocalOutlierFactor,0.75,0.25,0.0,0.005042864346949067
LocalOutlierFactor,0.75,0.25,0.25,0.005042864346949067
LocalOutlierFactor,0.75,0.25,0.5,0.005042864346949067
LocalOutlierFactor,0.75,0.25,0.75,0.005042864346949067
LocalOutlierFactor,0.75,0.25,0.99,0.005042864346949067
LocalOutlierFactor,0.75,0.25,0.999,0.005042864346949067
LocalOutlierFactor,0.75,0.5,0.0,0.005042864346949067
LocalOutlierFactor,0.75,0.5,0.25,0.005042864346949067
LocalOutlierFactor,0.75,0.5,0.5,0.005042864346949067
LocalOutlierFactor,0.75,0.5,0.75,0.005042864346949067
LocalOutlierFactor,0.75,0.5,0.99,0.005042864346949067
LocalOutlierFactor,0.75,0.5,0.999,0.005042864346949067
LocalOutlierFactor,0.75,0.75,0.0,0.005042864346949067
LocalOutlierFactor,0.75,0.75,0.25,0.005042864346949067
LocalOutlierFactor,0.75,0.75,0.5,0.005042864346949067
LocalOutlierFactor,0.75,0.75,0.75,0.005042864346949067
LocalOutlierFactor,0.75,0.75,0.99,0.005042864346949067
LocalOutlierFactor,0.75,0.75,0.999,0.005042864346949067
LocalOutlierFactor,0.75,0.99,0.0,0.005042864346949067
LocalOutlierFactor,0.75,0.99,0.25,0.005042864346949067
LocalOutlierFactor,0.75,0.99,0.5,0.005042864346949067
LocalOutlierFactor,0.75,0.99,0.75,0.005042864346949067
LocalOutlierFactor,0.75,0.99,0.99,0.005042864346949067
LocalOutlierFactor,0.75,0.99,0.999,0.005042864346949067
LocalOutlierFactor,0.75,0.999,0.0,0.005042864346949067
LocalOutlierFactor,0.75,0.999,0.25,0.005042864346949067
LocalOutlierFactor,0.75,0.999,0.5,0.005042864346949067
LocalOutlierFactor,0.75,0.999,0.75,0.005042864346949067
LocalOutlierFactor,0.75,0.999,0.99,0.005042864346949067
LocalOutlierFactor,0.75,0.999,0.999,0.005042864346949067
LocalOutlierFactor,0.9,0.0,0.0,0.007843137254901962
LocalOutlierFactor,0.9,0.0,0.25,0.007843137254901962
LocalOutlierFactor,0.9,0.0,0.5,0.007843137254901962
LocalOutlierFactor,0.9,0.0,0.75,0.007843137254901962
LocalOutlierFactor,0.9,0.0,0.99,0.007843137254901962
LocalOutlierFactor,0.9,0.0,0.999,0.007843137254901962
LocalOutlierFactor,0.9,0.25,0.0,0.007843137254901962
LocalOutlierFactor,0.9,0.25,0.25,0.007843137254901962
LocalOutlierFactor,0.9,0.25,0.5,0.007843137254901962
LocalOutlierFactor,0.9,0.25,0.75,0.007843137254901962
LocalOutlierFactor,0.9,0.25,0.99,0.007843137254901962
LocalOutlierFactor,0.9,0.25,0.999,0.007843137254901962
LocalOutlierFactor,0.9,0.5,0.0,0.007843137254901962
LocalOutlierFactor,0.9,0.5,0.25,0.007843137254901962
LocalOutlierFactor,0.9,0.5,0.5,0.007843137254901962
LocalOutlierFactor,0.9,0.5,0.75,0.007843137254901962
LocalOutlierFactor,0.9,0.5,0.99,0.007843137254901962
LocalOutlierFactor,0.9,0.5,0.999,0.007843137254901962
LocalOutlierFactor,0.9,0.75,0.0,0.007843137254901962
LocalOutlierFactor,0.9,0.75,0.25,0.007843137254901962
LocalOutlierFactor,0.9,0.75,0.5,0.007843137254901962
LocalOutlierFactor,0.9,0.75,0.75,0.007843137254901962
LocalOutlierFactor,0.9,0.75,0.99,0.007843137254901962
LocalOutlierFactor,0.9,0.75,0.999,0.007843137254901962
LocalOutlierFactor,0.9,0.99,0.0,0.007843137254901962
LocalOutlierFactor,0.9,0.99,0.25,0.007843137254901962
LocalOutlierFactor,0.9,0.99,0.5,0.007843137254901962
LocalOutlierFactor,0.9,0.99,0.75,0.007843137254901962
LocalOutlierFactor,0.9,0.99,0.99,0.007843137254901962
LocalOutlierFactor,0.9,0.99,0.999,0.007843137254901962
LocalOutlierFactor,0.9,0.999,0.0,0.007843137254901962
LocalOutlierFactor,0.9,0.999,0.25,0.007843137254901962
LocalOutlierFactor,0.9,0.999,0.5,0.007843137254901962
LocalOutlierFactor,0.9,0.999,0.75,0.007843137254901962
LocalOutlierFactor,0.9,0.999,0.99,0.007843137254901962
LocalOutlierFactor,0.9,0.999,0.999,0.007843137254901962
random_anomaly_perc,0.5,0.0,0.0,0.2441374065154012
random_anomaly_perc,0.5,0.0,0.25,0.2409153778448384
random_anomaly_perc,0.5,0.0,0.5,0.243680485338726
random_anomaly_perc,0.5,0.0,0.75,0.2340862422997947
random_anomaly_perc,0.5,0.0,0.99,0.24827937802702016
random_anomaly_perc,0.5,0.0,0.999,0.241112828438949
random_anomaly_perc,0.5,0.25,0.0,0.2420660413722215
random_anomaly_perc,0.5,0.25,0.25,0.24046242774566473
random_anomaly_perc,0.5,0.25,0.5,0.24338085539714865
random_anomaly_perc,0.5,0.25,0.75,0.2284990500316656
random_anomaly_perc,0.5,0.25,0.99,0.23942778265779896
random_anomaly_perc,0.5,0.25,0.999,0.23466120148584602
random_anomaly_perc,0.5,0.5,0.0,0.22997316979685703
random_anomaly_perc,0.5,0.5,0.25,0.23250448602922327
random_anomaly_perc,0.5,0.5,0.5,0.2488922648436511
random_anomaly_perc,0.5,0.5,0.75,0.2423316787577956
random_anomaly_perc,0.5,0.5,0.99,0.24551654458196515
random_anomaly_perc,0.5,0.5,0.999,0.24584382871536525
random_anomaly_perc,0.5,0.75,0.0,0.23827082008900188
random_anomaly_perc,0.5,0.75,0.25,0.2381134480560867
random_anomaly_perc,0.5,0.75,0.5,0.2309677419354839
random_anomaly_perc,0.5,0.75,0.75,0.24789594491201225
random_anomaly_perc,0.5,0.75,0.99,0.2545317220543807
random_anomaly_perc,0.5,0.75,0.999,0.24538627975054092
random_anomaly_perc,0.5,0.99,0.0,0.25480463281150567
random_anomaly_perc,0.5,0.99,0.25,0.2361699396739828
random_anomaly_perc,0.5,0.99,0.5,0.24127388535031846
random_anomaly_perc,0.5,0.99,0.75,0.2484709480122324
random_anomaly_perc,0.5,0.99,0.99,0.2338124920493576
random_anomaly_perc,0.5,0.99,0.999,0.24320861096873395
random_anomaly_perc,0.5,0.999,0.0,0.2346886258363356
random_anomaly_perc,0.5,0.999,0.25,0.2404274265360641
random_anomaly_perc,0.5,0.999,0.5,0.23344498840505026
random_anomaly_perc,0.5,0.999,0.75,0.24261630117885663
random_anomaly_perc,0.5,0.999,0.99,0.2465578786333503
random_anomaly_perc,0.5,0.999,0.999,0.23144493952896247
random_anomaly_perc,0.75,0.0,0.0,0.2299084435401831
random_anomaly_perc,0.75,0.0,0.25,0.22712294043092524
random_anomaly_perc,0.75,0.0,0.5,0.2380952380952381
random_anomaly_perc,0.75,0.0,0.75,0.24793801549612596
random_anomaly_perc,0.75,0.0,0.99,0.23547557840616967
random_anomaly_perc,0.75,0.0,0.999,0.24492862509391433
random_anomaly_perc,0.75,0.25,0.0,0.24110970996216896
random_anomaly_perc,0.75,0.25,0.25,0.24046771733604475
random_anomaly_perc,0.75,0.25,0.5,0.2388888888888889
random_anomaly_perc,0.75,0.25,0.75,0.24788029925187033
random_anomaly_perc,0.75,0.25,0.99,0.24026137220407134
random_anomaly_perc,0.75,0.25,0.999,0.23780487804878048
random_anomaly_perc,0.75,0.5,0.0,0.24203821656050953
random_anomaly_perc,0.75,0.5,0.25,0.25650088361524864
random_anomaly_perc,0.75,0.5,0.5,0.24711019779090673
random_anomaly_perc,0.75,0.5,0.75,0.22980251346499103
random_anomaly_perc,0.75,0.5,0.99,0.23701799485861183
random_anomaly_perc,0.75,0.5,0.999,0.251988709263536
random_anomaly_perc,0.75,0.75,0.0,0.24169028600876064
random_anomaly_perc,0.75,0.75,0.25,0.245605223505776
random_anomaly_perc,0.75,0.75,0.5,0.24276568501920617
random_anomaly_perc,0.75,0.75,0.75,0.26455026455026454
random_anomaly_perc,0.75,0.75,0.99,0.22216611966675084
random_anomaly_perc,0.75,0.75,0.999,0.24033906756419846
random_anomaly_perc,0.75,0.99,0.0,0.24571140262361252
random_anomaly_perc,0.75,0.99,0.25,0.23971559167089893
random_anomaly_perc,0.75,0.99,0.5,0.2395754359363154
random_anomaly_perc,0.75,0.99,0.75,0.24835609509357615
random_anomaly_perc,0.75,0.99,0.99,0.23971377459749552
random_anomaly_perc,0.75,0.99,0.999,0.23285244241964062
random_anomaly_perc,0.75,0.999,0.0,0.24772036474164133
random_anomaly_perc,0.75,0.999,0.25,0.24658227848101266
random_anomaly_perc,0.75,0.999,0.5,0.2427011931962427
random_anomaly_perc,0.75,0.999,0.75,0.2565140399696433
random_anomaly_perc,0.75,0.999,0.99,0.25031733942625034
random_anomaly_perc,0.75,0.999,0.999,0.25018615040953096
random_anomaly_perc,0.9,0.0,0.0,0.24697644812221517
random_anomaly_perc,0.9,0.0,0.25,0.2554002541296061
random_anomaly_perc,0.9,0.0,0.5,0.23581336696090796
random_anomaly_perc,0.9,0.0,0.75,0.22692307692307692
random_anomaly_perc,0.9,0.0,0.99,0.2509505703422053
random_anomaly_perc,0.9,0.0,0.999,0.23878711307643713
random_anomaly_perc,0.9,0.25,0.0,0.27301189730745146
random_anomaly_perc,0.9,0.25,0.25,0.22747603833865815
random_anomaly_perc,0.9,0.25,0.5,0.23821656050955414
random_anomaly_perc,0.9,0.25,0.75,0.25647504737839544
random_anomaly_perc,0.9,0.25,0.99,0.23588456712672523
random_anomaly_perc,0.9,0.25,0.999,0.2526984126984127
random_anomaly_perc,0.9,0.5,0.0,0.22309197651663404
random_anomaly_perc,0.9,0.5,0.25,0.23022508038585207
random_anomaly_perc,0.9,0.5,0.5,0.2487437185929648
random_anomaly_perc,0.9,0.5,0.75,0.24812030075187969
random_anomaly_perc,0.9,0.5,0.99,0.23244251087632073
random_anomaly_perc,0.9,0.5,0.999,0.22946544980443284
random_anomaly_perc,0.9,0.75,0.0,0.2575376884422111
random_anomaly_perc,0.9,0.75,0.25,0.22631578947368425
random_anomaly_perc,0.9,0.75,0.5,0.24631173829377806
random_anomaly_perc,0.9,0.75,0.75,0.2422279792746114
random_anomaly_perc,0.9,0.75,0.99,0.21423989737010904
random_anomaly_perc,0.9,0.75,0.999,0.23348300192431046
random_anomaly_perc,0.9,0.99,0.0,0.24922504649721017
random_anomaly_perc,0.9,0.99,0.25,0.25265791119449654
random_anomaly_perc,0.9,0.99,0.5,0.22613065326633164
random_anomaly_perc,0.9,0.99,0.75,0.24742268041237112
random_anomaly_perc,0.9,0.99,0.99,0.2404092071611253
random_anomaly_perc,0.9,0.99,0.999,0.260545905707196
random_anomaly_perc,0.9,0.999,0.0,0.24952015355086374
random_anomaly_perc,0.9,0.999,0.25,0.23153942428035046
random_anomaly_perc,0.9,0.999,0.5,0.2317541613316261
random_anomaly_perc,0.9,0.999,0.75,0.2431011826544021
random_anomaly_perc,0.9,0.999,0.99,0.2752880921895006
random_anomaly_perc,0.9,0.999,0.999,0.2361290322580645
random_half_half,0.5,0.0,0.0,0.31978049388875035
random_half_half,0.5,0.0,0.25,0.32167014613778705
random_half_half,0.5,0.0,0.5,0.3207296849087894
random_half_half,0.5,0.0,0.75,0.3164114513981358
random_half_half,0.5,0.0,0.99,0.322102986440396
random_half_half,0.5,0.0,0.999,0.32019375313178555
random_half_half,0.5,0.25,0.0,0.31843947982660886
random_half_half,0.5,0.25,0.25,0.33211314475873543
random_half_half,0.5,0.25,0.5,0.32164570667110853
random_half_half,0.5,0.25,0.75,0.3272666832876257
random_half_half,0.5,0.25,0.99,0.32412584494700825
random_half_half,0.5,0.25,0.999,0.32484182484182483
random_half_half,0.5,0.5,0.0,0.32594675045477095
random_half_half,0.5,0.5,0.25,0.3278688524590164
random_half_half,0.5,0.5,0.5,0.31958762886597936
random_half_half,0.5,0.5,0.75,0.32475479922877026
random_half_half,0.5,0.5,0.99,0.32086992890004185
random_half_half,0.5,0.5,0.999,0.3157718682053855
random_half_half,0.5,0.75,0.0,0.32256448785374403
random_half_half,0.5,0.75,0.25,0.3266605243320211
random_half_half,0.5,0.75,0.5,0.32145514675485737
random_half_half,0.5,0.75,0.75,0.32694231410470154
random_half_half,0.5,0.75,0.99,0.32490675507666805
random_half_half,0.5,0.75,0.999,0.3247721623860812
random_half_half,0.5,0.99,0.0,0.3224415325924697
random_half_half,0.5,0.99,0.25,0.3285832642916321
random_half_half,0.5,0.99,0.5,0.32107638308540865
random_half_half,0.5,0.99,0.75,0.318321818030467
random_half_half,0.5,0.99,0.99,0.3229372937293729
random_half_half,0.5,0.99,0.999,0.3191382765531062
random_half_half,0.5,0.999,0.0,0.3183889947791497
random_half_half,0.5,0.999,0.25,0.331225229783287
random_half_half,0.5,0.999,0.5,0.32511173646747227
random_half_half,0.5,0.999,0.75,0.3292008711676998
random_half_half,0.5,0.999,0.99,0.3272153475624948
random_half_half,0.5,0.999,0.999,0.3289539331448528
random_half_half,0.75,0.0,0.0,0.3204620462046205
random_half_half,0.75,0.0,0.25,0.3345370978332239
